Date,Open,High,Low,Close,Adj Close,Volume
2023-06-29,130.720001,130.970001,128.789993,130.449997,129.890533,1567400
2023-06-30,131.020004,131.539993,129.559998,129.699997,129.143768,1779100
2023-07-03,129.100006,131.009995,129.009995,130.869995,130.308746,896900
2023-07-05,130.179993,130.550003,129.130005,129.889999,129.332947,1756400
2023-07-06,128.800003,130.809998,128.669998,130.699997,130.139496,1682600
2023-07-07,130.490005,131.259995,128.539993,129.199997,128.645920,1793100
2023-07-10,129.720001,131.419998,129.720001,130.539993,129.980164,1900400
2023-07-11,130.539993,139.380005,130.500000,137.330002,136.741074,5288400
2023-07-12,137.929993,138.149994,135.149994,135.470001,134.889038,2848300
2023-07-13,136.830002,137.500000,136.490005,136.710007,136.123734,1700200
2023-07-14,136.779999,137.869995,136.050003,137.339996,136.751022,1369500
2023-07-17,138.289993,140.300003,137.669998,138.250000,137.657104,2882700
2023-07-18,138.550003,138.949997,137.330002,138.869995,138.274429,1641900
2023-07-19,138.770004,139.610001,136.690002,136.839996,136.253143,2290300
2023-07-20,136.389999,138.240005,136.389999,137.130005,136.541916,1829300
2023-07-21,137.529999,138.240005,136.889999,137.059998,136.472198,4562700
2023-07-24,137.660004,137.940002,136.779999,137.759995,137.169205,1319800
2023-07-25,137.699997,139.779999,137.529999,139.570007,138.971451,1507900
2023-07-26,139.039993,139.259995,137.949997,138.830002,138.234634,1602400
2023-07-27,139.559998,140.179993,137.029999,137.509995,136.920273,2311500
2023-07-28,138.350006,138.589996,137.520004,137.850006,137.258820,1508700
2023-07-31,137.440002,138.050003,135.839996,136.350006,135.765259,2246800
2023-08-01,135.520004,137.350006,135.460007,136.119995,135.536240,2298800
2023-08-02,130.000000,130.139999,125.470001,126.309998,125.768311,5112600
2023-08-03,125.580002,126.849998,123.720001,123.830002,123.298950,4083400
2023-08-04,124.040001,124.309998,122.470001,122.589996,122.064262,2798100
2023-08-07,123.209999,124.650002,122.680000,124.050003,123.518005,2662000
2023-08-08,122.889999,123.559998,122.489998,122.610001,122.084183,2409800
2023-08-09,122.879997,123.330002,121.449997,121.919998,121.397141,2404200
2023-08-10,123.089996,123.669998,121.540001,122.269997,121.745628,1683300
2023-08-11,121.550003,122.379997,121.089996,122.199997,121.675934,1894200
2023-08-14,122.110001,123.559998,121.779999,122.769997,122.243492,1713200
2023-08-15,121.870003,122.480003,121.220001,121.419998,120.899284,1500000
2023-08-16,120.889999,121.620003,120.370003,120.680000,120.162460,1554900
2023-08-17,120.330002,120.709999,118.690002,118.760002,118.250694,1790700
2023-08-18,117.870003,119.430000,117.820000,118.360001,117.852402,1518100
2023-08-21,118.430000,119.129997,117.820000,118.599998,118.091377,1412000
2023-08-22,119.019997,119.699997,118.760002,119.529999,119.017380,1839900
2023-08-23,120.150002,121.580002,119.730003,121.320000,120.799706,1821200
2023-08-24,121.550003,122.419998,119.879997,119.910004,119.395767,1795100
2023-08-25,119.930000,120.190002,118.989998,119.690002,119.176697,1308900
2023-08-28,120.000000,120.599998,119.760002,120.519997,120.003143,1182800
2023-08-29,120.480003,121.360001,119.970001,120.959999,120.631432,1538600
2023-08-30,120.959999,121.639999,120.480003,120.550003,120.222542,1767600
2023-08-31,120.830002,121.089996,119.050003,119.980003,119.654099,4374900
2023-09-01,121.070000,122.019997,119.489998,120.540001,120.212570,2333100
2023-09-05,120.540001,122.379997,120.190002,121.500000,121.169960,1963800
2023-09-06,121.400002,121.470001,119.839996,120.900002,120.571594,2273400
2023-09-07,120.860001,121.680000,120.410004,120.940002,120.611481,1724600
2023-09-08,121.400002,122.239998,120.529999,121.750000,121.419289,1750100
2023-09-11,122.510002,123.470001,121.800003,122.529999,122.197159,3626400
2023-09-12,122.080002,123.250000,121.190002,121.419998,121.090172,2379300
2023-09-13,121.419998,122.690002,121.190002,121.680000,121.349472,4107100
2023-09-14,121.680000,123.570000,121.360001,123.040001,122.705780,3112500
2023-09-15,122.550003,122.760002,120.209999,120.459999,120.132790,5405600
2023-09-18,121.180000,121.180000,120.000000,120.599998,120.272408,2449500
2023-09-19,120.180000,121.489998,120.120003,121.000000,120.671326,2403000
2023-09-20,121.480003,121.870003,120.419998,120.449997,120.122810,1317000
2023-09-21,120.099998,120.349998,118.760002,118.800003,118.477303,1813800
2023-09-22,118.889999,120.160004,118.639999,119.000000,118.676750,1994300
2023-09-25,118.449997,119.730003,118.290001,119.709999,119.384827,1291200
2023-09-26,119.120003,119.389999,118.230003,118.360001,118.038490,1363400
2023-09-27,118.680000,118.879997,117.470001,117.970001,117.649551,1245300
2023-09-28,118.129997,120.070000,117.699997,119.180000,118.856270,1738400
2023-09-29,119.949997,120.820000,119.639999,120.400002,120.072945,1770600
2023-10-02,119.949997,120.779999,119.370003,120.150002,119.823631,1590700
2023-10-03,120.120003,120.400002,118.599998,119.550003,119.225266,1659500
2023-10-04,120.070000,120.889999,118.709999,120.720001,120.392082,2011300
2023-10-05,121.019997,121.260002,119.620003,120.790001,120.461891,1320000
2023-10-06,120.550003,123.480003,120.449997,122.959999,122.625992,1667000
2023-10-09,122.589996,124.800003,122.199997,124.589996,124.251564,1404800
2023-10-10,126.480003,129.100006,126.000000,128.080002,127.732086,3612900
2023-10-11,128.470001,130.039993,128.240005,129.690002,129.337723,2085000
2023-10-12,130.229996,132.899994,130.119995,131.570007,131.212616,2451900
2023-10-13,131.979996,132.500000,130.350006,131.289993,130.933365,1547600
2023-10-16,132.350006,133.059998,131.089996,131.139999,130.783768,2271400
2023-10-17,130.699997,131.869995,130.339996,131.029999,130.674072,1866100
2023-10-18,130.899994,132.220001,130.119995,130.259995,129.906158,1479800
2023-10-19,130.309998,130.639999,127.930000,128.229996,127.881668,1747800
2023-10-20,128.679993,129.190002,127.370003,127.440002,127.093834,1519200
2023-10-23,127.410004,127.889999,126.180000,126.339996,125.996811,1363900
2023-10-24,126.540001,127.879997,126.480003,127.660004,127.313232,1148600
2023-10-25,127.279999,127.779999,125.440002,125.720001,125.378502,1141200
2023-10-26,125.720001,125.760002,123.449997,123.639999,123.304153,1715800
2023-10-27,123.620003,123.980003,122.379997,122.629997,122.296890,1494200
2023-10-30,123.419998,123.419998,119.919998,121.309998,120.980476,2408400
2023-10-31,121.919998,124.480003,121.629997,123.790001,123.453743,2300500
2023-11-01,123.830002,124.820000,122.480003,123.779999,123.443764,2724800
2023-11-02,129.970001,130.880005,126.910004,128.279999,127.931541,3990400
2023-11-03,128.740005,129.759995,126.760002,129.589996,129.237991,2642200
2023-11-06,129.580002,129.990005,128.210007,129.270004,128.918869,1516500
2023-11-07,130.000000,131.199997,129.570007,129.729996,129.377594,1865600
2023-11-08,130.470001,131.179993,129.970001,130.740005,130.384872,1963900
2023-11-09,131.500000,132.410004,130.750000,131.300003,130.943344,2172500
2023-11-10,132.130005,133.190002,131.360001,132.779999,132.419327,2492200
2023-11-13,131.850006,133.610001,131.850006,132.679993,132.319595,1333700
2023-11-14,133.929993,134.789993,133.539993,134.440002,134.074814,2326300
2023-11-15,134.449997,134.600006,133.360001,134.429993,134.064835,1750400
2023-11-16,134.309998,134.389999,132.710007,133.399994,133.037628,2054600
2023-11-17,133.169998,133.759995,132.399994,133.699997,133.336823,2717100
2023-11-20,133.880005,135.710007,133.619995,135.449997,135.082062,2312400
2023-11-21,135.690002,136.300003,135.139999,136.059998,135.690414,1391100
2023-11-22,136.779999,137.070007,136.070007,136.119995,135.750244,1153700
2023-11-24,136.320007,136.809998,135.759995,136.600006,136.228943,583900
2023-11-27,136.520004,137.550003,136.169998,137.119995,136.747528,1254200
2023-11-28,136.729996,137.289993,136.250000,136.380005,136.198273,1404500
2023-11-29,136.880005,138.399994,136.639999,137.309998,137.127014,1304000
2023-11-30,137.520004,138.169998,136.960007,138.009995,137.826080,2402100
2023-12-01,138.009995,138.259995,137.440002,137.759995,137.576416,1931700
2023-12-04,136.630005,137.970001,136.460007,137.820007,137.636353,2226900
2023-12-05,136.850006,138.039993,136.830002,137.419998,137.236877,1809200
2023-12-06,137.679993,138.449997,136.110001,137.139999,136.957245,2132000
2023-12-07,137.520004,137.559998,135.429993,135.550003,135.369370,2056400
2023-12-08,135.000000,137.380005,134.869995,137.139999,136.957245,1531400
2023-12-11,136.320007,139.339996,136.320007,138.559998,138.375351,1854800
2023-12-12,139.869995,140.380005,139.029999,140.330002,140.143005,1552000
2023-12-13,141.449997,142.770004,140.979996,142.350006,142.160309,2177600
2023-12-14,143.000000,143.470001,140.240005,140.850006,140.662308,2287900
2023-12-15,140.880005,141.470001,138.509995,138.830002,138.645004,4548800
2023-12-18,139.600006,139.869995,137.979996,138.089996,137.905975,1892200
2023-12-19,138.070007,139.169998,137.809998,138.550003,138.365372,1930000
2023-12-20,137.669998,138.630005,136.139999,136.589996,136.407974,1751500
2023-12-21,137.169998,138.080002,136.809998,137.880005,137.696274,1604300
2023-12-22,137.729996,138.699997,137.270004,137.669998,137.486542,1192300
2023-12-26,137.789993,138.000000,137.020004,137.289993,137.107040,1028000
2023-12-27,137.220001,137.589996,136.339996,136.710007,136.527832,1002200
2023-12-28,136.710007,137.309998,136.490005,136.759995,136.577744,720400
2023-12-29,136.809998,137.110001,136.320007,136.809998,136.627686,1087700
2024-01-02,135.500000,136.399994,135.210007,135.779999,135.599060,1848300
2024-01-03,135.779999,136.169998,135.050003,135.710007,135.529160,1444000
2024-01-04,135.880005,136.589996,135.369995,135.970001,135.788803,1236200
2024-01-05,135.759995,136.880005,135.240005,135.610001,135.429291,1698400
2024-01-08,135.949997,136.729996,135.440002,136.460007,136.278168,1438700
2024-01-09,136.139999,138.470001,136.139999,137.720001,137.536484,1328500
2024-01-10,137.720001,138.330002,136.899994,137.630005,137.446594,1735300
2024-01-11,137.559998,138.100006,136.850006,137.740005,137.556458,1192600
2024-01-12,138.259995,138.779999,137.429993,137.919998,137.736206,1132700
2024-01-16,137.949997,138.160004,136.500000,137.149994,136.967224,1166800
2024-01-17,137.000000,137.080002,135.690002,136.619995,136.437943,1340000
2024-01-18,136.619995,138.160004,136.009995,138.029999,137.846069,1450000
2024-01-19,138.750000,138.860001,137.399994,137.720001,137.536484,1294100
2024-01-22,137.639999,138.720001,137.539993,137.570007,137.386688,1515100
2024-01-23,138.220001,139.399994,137.940002,139.169998,138.984543,1241600
2024-01-24,139.850006,140.110001,137.729996,137.860001,137.676285,1418800
2024-01-25,138.759995,139.750000,138.449997,138.940002,138.754852,1513700
2024-01-26,139.070007,139.820007,138.690002,139.419998,139.234207,1800400
2024-01-29,139.580002,140.000000,138.250000,138.580002,138.395340,1474600
2024-01-30,138.419998,138.759995,137.220001,137.550003,137.366699,2251400
2024-01-31,134.610001,139.779999,133.509995,137.580002,137.396667,4345500
2024-02-01,137.429993,137.960007,135.000000,137.919998,137.736206,2717200
2024-02-02,137.820007,138.710007,135.240005,136.639999,136.457916,2547400
2024-02-05,136.000000,136.259995,134.419998,134.940002,134.760178,2616700
2024-02-06,135.470001,135.839996,134.570007,135.259995,135.079742,1480600
2024-02-07,136.039993,137.479996,135.779999,136.750000,136.567764,1517600
2024-02-08,137.000000,139.000000,136.679993,138.850006,138.664978,1770500
2024-02-09,138.600006,140.979996,137.000000,140.610001,140.422623,2061500
2024-02-12,140.410004,140.410004,137.190002,137.550003,137.366699,2465800
2024-02-13,136.830002,139.679993,136.210007,139.000000,138.814774,2250700
2024-02-14,139.789993,143.350006,139.429993,143.080002,142.889343,2499100
2024-02-15,143.240005,144.529999,142.889999,144.050003,143.858047,1849500
2024-02-16,144.119995,144.440002,142.149994,142.279999,142.090393,3311100
2024-02-20,141.770004,142.100006,139.850006,141.039993,140.852051,2128100
2024-02-21,140.660004,141.270004,139.979996,141.169998,140.981873,1539100
2024-02-22,142.380005,144.350006,141.539993,143.520004,143.328751,1673100
2024-02-23,143.500000,144.199997,141.869995,142.589996,142.399979,1380000
2024-02-26,142.589996,143.210007,141.210007,142.580002,142.389999,1984800
2024-02-27,142.580002,142.580002,138.529999,139.500000,139.500000,2319700
2024-02-28,138.820007,140.630005,138.300003,140.080002,140.080002,1584600
2024-02-29,140.580002,140.639999,137.960007,139.479996,139.479996,3482300
2024-03-01,139.080002,141.279999,138.520004,140.789993,140.789993,1782500
2024-03-04,140.449997,141.429993,138.720001,138.809998,138.809998,2705000
2024-03-05,137.660004,137.850006,135.009995,136.279999,136.279999,2750200
2024-03-06,137.139999,137.470001,134.570007,135.520004,135.520004,2232100
2024-03-07,135.940002,136.789993,134.309998,135.399994,135.399994,3342300
2024-03-08,135.630005,135.880005,134.369995,135.149994,135.149994,1645400
2024-03-11,134.940002,137.889999,134.729996,136.729996,136.729996,2547600
2024-03-12,136.440002,137.399994,135.600006,136.020004,136.020004,1633000
2024-03-13,135.970001,138.070007,135.970001,136.960007,136.960007,2809400
2024-03-14,136.960007,137.039993,134.179993,135.029999,135.029999,2353200
2024-03-15,134.449997,135.449997,133.679993,134.270004,134.270004,4225500
2024-03-18,134.149994,134.919998,132.240005,132.479996,132.479996,3603100
2024-03-19,131.669998,133.289993,131.000000,132.960007,132.960007,2466600
2024-03-20,133.360001,133.880005,131.270004,132.320007,132.320007,2999000
2024-03-21,132.500000,134.220001,131.830002,132.479996,132.479996,2075400
2024-03-22,132.899994,133.130005,131.619995,131.699997,131.699997,1770500
2024-03-25,131.630005,131.630005,129.380005,130.520004,130.520004,2539700
2024-03-26,130.389999,131.500000,130.389999,130.899994,130.899994,2266463
